,Longitude,Latitude,Crime,ethnicity,Legislation_simplified,Gender,Age range
5514,-0.352443,51.610152,0,White,Criminal Evidence Act,Male,18-24
5515,-0.071111,51.473855,0,Black,Drugs,Female,25-34
5516,0.061519,51.48997,1,Black,Criminal Evidence Act,Male,25-34
5517,0.035468,51.537664,0,Asian,Drugs,Male,25-34
5518,,,0,Mixed,Drugs,Male,over 34
5519,0.086084,51.489437,0,White,Drugs,Male,Not stated
5520,-0.129158,51.459724,0,Not stated,Drugs,Female,over 34
5521,0.14749,51.485406,1,White,Drugs,Male,10-17
5522,-0.1515,51.507433,0,Asian,Drugs,Male,25-34
5523,-0.117596,51.540553,0,Not stated,Drugs,Male,Not stated
5524,-0.1515,51.507433,0,Other,Drugs,Male,18-24
5525,0.10993,51.383721,0,White,Criminal Evidence Act,Female,25-34
5526,-0.054738,51.549626,1,Black,Criminal Evidence Act,Female,over 34
5527,-0.354013,51.55435,0,Not stated,Drugs,Male,Not stated
5528,-0.012826,51.559166,1,White,Drugs,Male,over 34
5529,,,0,Asian,Firearms,Male,over 34
5530,-0.358807,51.466374,0,White,Criminal Evidence Act,Male,25-34
5531,-0.159659,51.501986,0,Asian,Drugs,Male,18-24
5532,0.116613,51.49389,0,White,Drugs,Male,25-34
5533,-0.32215,51.534323,1,White,Criminal Evidence Act,Male,over 34
5534,-0.199641,51.51811,0,Asian,Drugs,Male,25-34
5535,-0.101922,51.487469,1,Not stated,Drugs,Male,over 34
5536,-0.358807,51.466374,0,White,Criminal Evidence Act,Male,over 34
5537,-0.096049,51.374219,0,Not stated,Drugs,Male,25-34
5538,-0.012826,51.559166,1,White,Drugs,Male,over 34
5539,0.081352,51.538919,1,White,Drugs,Male,over 34
5540,-0.113107,51.455196,0,Not stated,Criminal Evidence Act,Male,10-17
5541,-0.096049,51.374219,1,White,Drugs,Male,over 34
5542,0.081074,51.592232,0,Asian,Firearms,Male,25-34
5543,-0.490301,51.472682,0,Black,Criminal Evidence Act,Male,25-34
5544,-0.009136,51.462891,1,Asian,Criminal Evidence Act,Male,18-24
5545,,,0,Black,Drugs,Male,over 34
5546,,,0,Not stated,Drugs,Male,over 34
5547,-0.236726,51.500203,0,Not stated,Criminal Evidence Act,Male,over 34
5548,,,0,White,Criminal Evidence Act,Female,18-24
5549,-0.052732,51.413741,0,Not stated,Criminal Evidence Act,Male,25-34
5550,,,0,Not stated,Drugs,Male,18-24
5551,-0.245956,51.506744,0,Not stated,Drugs,Male,over 34
5552,,,0,White,Criminal Evidence Act,Male,over 34
5553,-0.019207,51.444087,0,White,Criminal Evidence Act,Male,18-24
5554,-0.052732,51.413741,0,White,Criminal Evidence Act,Male,over 34
5555,,,0,White,Drugs,Male,25-34
5556,0.081352,51.538919,0,Black,Drugs,Male,over 34
5557,0.042029,51.535734,0,Mixed,Drugs,Female,25-34
5558,,,0,Not stated,Drugs,Male,over 34
5559,-0.322242,51.509856,0,White,Drugs,Male,over 34
5560,-0.17349,51.527957,0,Not stated,Drugs,Male,25-34
5561,-0.100347,51.380773,0,Not stated,Criminal Evidence Act,Male,18-24
5562,-0.083952,51.494542,0,Not stated,Drugs,Female,over 34
5563,,,0,White,Criminal Evidence Act,Female,25-34
5564,-0.224576,51.508113,0,Black,Criminal Evidence Act,Male,25-34
5565,-0.207122,51.529852,0,White,Drugs,Male,18-24
5566,-0.313301,51.552927,0,Not stated,Criminal Evidence Act,Male,over 34
5567,0.053931,51.453818,0,Not stated,Drugs,Male,over 34
5568,-0.183058,51.511425,0,Black,Criminal Evidence Act,Male,25-34
5569,-0.381449,51.49702,0,Black,Drugs,Female,over 34
5570,-0.393548,51.484363,0,Not stated,Drugs,Male,Not stated
5571,,,1,White,Drugs,Male,25-34
5572,-0.096049,51.374219,1,Black,Criminal Evidence Act,Male,18-24
5573,-0.266749,51.496487,0,White,Criminal Evidence Act,Male,over 34
5574,-0.003794,51.600685,0,Asian,Drugs,Male,10-17
5575,,,0,Not stated,Drugs,Male,over 34
5576,,,0,White,Drugs,Male,over 34
5577,-0.102657,51.378427,0,Black,Drugs,Male,25-34
5578,,,0,Not stated,Drugs,Female,10-17
5579,,,0,White,Criminal Evidence Act,Female,over 34
5580,-0.102566,51.37785,0,Other,Drugs,Male,25-34
5581,,,0,Not stated,Drugs,Male,over 34
5582,-0.265764,51.55164,0,White,Drugs,Male,over 34
5583,-0.102657,51.378427,0,Not stated,Drugs,Male,Not stated
5584,-0.00491,51.591675,0,Black,Criminal Evidence Act,Male,10-17
5585,-0.311272,51.552016,0,White,Drugs,Male,25-34
5586,0.016053,51.51666,0,Not stated,Drugs,Male,over 34
5587,-0.102657,51.378427,0,Asian,Drugs,Male,25-34
5588,0.033084,51.533353,0,Black,Drugs,Female,25-34
5589,,,0,Not stated,Drugs,Male,over 34
5590,-0.142008,51.539189,1,Asian,Criminal Evidence Act,Male,18-24
5591,,,0,Asian,Drugs,Male,over 34
5592,0.034419,51.534841,0,Black,Drugs,Male,over 34
5593,-0.136517,51.517924,0,White,Drugs,Male,over 34
5594,0.113706,51.5503,1,White,Drugs,Male,over 34
5595,0.180749,51.480268,1,White,Drugs,Male,25-34
5596,-0.142008,51.539189,1,White,Drugs,Male,25-34
5597,0.179373,51.481625,0,White,Drugs,Male,18-24
5598,0.053461,51.524455,0,Not stated,Drugs,Male,over 34
5599,0.053104,51.534785,0,White,Criminal Evidence Act,Male,25-34
5600,0.053461,51.524455,0,White,Drugs,Male,25-34
5601,-0.41086,51.592847,0,White,Criminal Evidence Act,Male,25-34
5602,-0.00491,51.591675,0,White,Criminal Evidence Act,Male,25-34
5603,0.053104,51.534785,0,White,Criminal Evidence Act,Male,over 34
5604,-0.142008,51.539189,1,Asian,Drugs,Male,over 34
5605,-0.242903,51.586802,1,Black,Criminal Evidence Act,Male,25-34
5606,-0.145107,51.515111,0,White,Criminal Evidence Act,Male,25-34
5607,,,0,White,Criminal Evidence Act,Male,18-24
5608,-0.02594,51.457474,1,White,Criminal Evidence Act,Male,25-34
5609,-0.267869,51.601012,0,Not stated,Drugs,Male,over 34
5610,0.150552,51.555953,1,Black,Drugs,Male,18-24
5611,-0.102566,51.37785,0,White,Drugs,Male,18-24
5612,0.055217,51.493013,0,Not stated,Drugs,Female,18-24
5613,-0.057939,51.413719,0,White,Drugs,Male,18-24
5614,0.055217,51.493013,0,Not stated,Drugs,Male,25-34
5615,-0.091592,51.376017,0,White,Drugs,Female,over 34
5616,-0.150684,51.515127,0,Black,Criminal Evidence Act,Male,25-34
5617,0.025433,51.529259,0,Not stated,Criminal Evidence Act,Not stated,Not stated
5618,-0.372577,51.519594,0,Black,Drugs,Male,over 34
5619,0.003845,51.541608,0,White,Criminal Evidence Act,Male,over 34
5620,-0.145107,51.515111,0,Not stated,Criminal Evidence Act,Male,25-34
5621,-0.150684,51.515127,0,Not stated,Criminal Evidence Act,Male,25-34
5622,0.069339,51.319849,0,White,Drugs,Male,over 34
5623,-0.134705,51.530881,0,Black,Criminal Evidence Act,Male,10-17
5624,-0.134705,51.530881,0,White,Criminal Evidence Act,Male,10-17
5625,-0.087846,51.491683,0,Black,Criminal Evidence Act,Male,18-24
5626,-0.074494,51.518658,0,Not stated,Drugs,Male,18-24
5627,-0.074494,51.518658,0,White,Drugs,Male,25-34
5628,-0.074494,51.518658,0,Asian,Drugs,Male,18-24
5629,-0.160236,51.435406,0,Black,Drugs,Male,Not stated
5630,-0.126837,51.569072,0,Black,Criminal Evidence Act,Male,10-17
5631,-0.126837,51.569072,0,Black,Criminal Evidence Act,Male,10-17
5632,-0.04382,51.427118,1,Black,Drugs,Female,25-34
5633,-0.160236,51.435406,0,Black,Drugs,Male,over 34
5634,,,1,White,Criminal Evidence Act,Female,25-34
5635,-0.358807,51.466374,0,Not stated,Drugs,Male,over 34
5636,-0.124337,51.414037,1,Not stated,Drugs,Male,18-24
5637,-0.134883,51.424861,1,Not stated,Drugs,Male,18-24
5638,-0.196195,51.505378,0,Black,Drugs,Male,18-24
5639,-0.116056,51.459766,0,Not stated,Drugs,Male,over 34
5640,0.059143,51.490642,0,Black,Drugs,Male,10-17
5641,-0.003252,51.42584,0,Not stated,Drugs,Male,over 34
5642,-0.358807,51.466374,0,Not stated,Drugs,Male,over 34
5643,0.025433,51.529259,0,White,Criminal Evidence Act,Male,over 34
5644,,,0,White,Drugs,Male,over 34
5645,-0.062779,51.464869,0,Black,Criminal Evidence Act,Female,over 34
5646,0.055998,51.527972,0,White,Drugs,Male,25-34
5647,-0.150684,51.515127,1,Asian,Criminal Evidence Act,Male,25-34
5648,-0.145769,51.494538,1,Mixed,Drugs,Male,25-34
5649,-0.134883,51.424861,1,Not stated,Drugs,Not stated,Not stated
5650,-0.110157,51.550955,0,Black,Criminal Evidence Act,Male,25-34
5651,-0.105566,51.564585,0,Mixed,Criminal Evidence Act,Male,10-17
5652,-0.113259,51.503146,0,Not stated,Drugs,Male,Not stated
5653,-0.323452,51.509873,0,White,Drugs,Male,over 34
5654,-0.363958,51.562618,0,Black,Criminal Evidence Act,Male,25-34
5655,-0.215369,51.556739,0,Not stated,Drugs,Male,over 34
5656,0.080059,51.53744,0,Black,Drugs,Male,25-34
5657,-0.096049,51.374219,0,Not stated,Drugs,Male,over 34
5658,-0.227329,51.519242,0,Not stated,Drugs,Male,25-34
5659,,,0,Not stated,Criminal Evidence Act,Male,Not stated
5660,-0.039201,51.511437,0,Black,Criminal Evidence Act,Male,25-34
5661,-0.006,51.607017,0,Black,Drugs,Male,18-24
5662,-0.048019,51.548579,0,Black,Drugs,Male,Not stated
5663,-0.067744,51.522504,1,White,Drugs,Male,18-24
5664,0.081352,51.538919,0,White,Drugs,Female,over 34
5665,-0.145479,51.517311,0,White,Criminal Evidence Act,Male,18-24
5666,-0.134491,51.472965,0,Black,Drugs,Male,25-34
5667,-0.048019,51.548579,0,Not stated,Drugs,Male,Not stated
5668,-0.048685,51.550524,0,Not stated,Drugs,Male,Not stated
5669,-0.006,51.607017,0,Black,Drugs,Male,18-24
5670,,,0,Black,Drugs,Male,10-17
5671,,,0,White,Drugs,Male,10-17
5672,-0.190507,51.488177,0,Not stated,Drugs,Male,25-34
5673,-0.101423,51.316546,0,White,Drugs,Male,10-17
5674,-0.102044,51.548342,1,Black,Criminal Evidence Act,Male,18-24
5675,0.053877,51.491409,0,White,Drugs,Male,over 34
5676,-0.171955,51.647882,0,Mixed,Criminal Evidence Act,Male,18-24
5677,-0.398024,51.497211,1,Asian,Drugs,Male,18-24
5678,-0.092759,51.583775,0,White,Criminal Evidence Act,Male,25-34
5679,-0.32215,51.534323,0,White,Drugs,Male,over 34
5680,-0.10008,51.373008,0,Not stated,Criminal Evidence Act,Male,10-17
5681,-0.167858,51.519227,0,Other,Criminal Evidence Act,Male,10-17
5682,-0.398024,51.497211,0,Not stated,Drugs,Male,18-24
5683,-0.398024,51.497211,0,Not stated,Drugs,Male,18-24
5684,-0.221082,51.521962,0,White,Drugs,Male,over 34
5685,-0.096049,51.374219,0,White,Criminal Evidence Act,Male,18-24
5686,-0.174674,51.645703,0,Black,Firearms,Male,18-24
5687,-0.09854,51.372371,0,Not stated,Criminal Evidence Act,Male,10-17
5688,0.121059,51.500599,0,White,Drugs,Male,over 34
5689,-0.145107,51.515111,0,Not stated,Criminal Evidence Act,Male,Not stated
5690,-0.119267,51.50282,0,White,Drugs,Male,18-24
5691,-0.150684,51.515127,1,Asian,Drugs,Male,18-24
5692,-0.145107,51.515111,1,Other,Criminal Evidence Act,Male,18-24
5693,-0.026355,51.366043,0,White,Criminal Evidence Act,Male,18-24
5694,-0.026355,51.366043,0,Mixed,Criminal Evidence Act,Male,18-24
5695,-0.018961,51.589944,1,White,Drugs,Male,25-34
5696,-0.438455,51.526514,0,Black,Criminal Evidence Act,Male,Not stated
5697,,,0,White,Criminal Evidence Act,Male,10-17
5698,-0.246485,51.536112,1,Asian,Criminal Evidence Act,Male,18-24
5699,-0.177004,51.511816,1,White,Criminal Evidence Act,Male,18-24
5700,-0.246485,51.536112,1,Asian,Drugs,Male,25-34
5701,-0.042174,51.512692,1,Asian,Drugs,Male,18-24
5702,-0.028349,51.539806,1,Black,Drugs,Male,over 34
5703,-0.113107,51.455196,0,Black,Criminal Evidence Act,Male,25-34
5704,-0.113107,51.455196,0,Black,Criminal Evidence Act,Male,18-24
5705,-0.164111,51.517415,0,White,Criminal Evidence Act,Male,18-24
5706,-0.164111,51.517415,1,Not stated,Criminal Evidence Act,Male,10-17
5707,-0.438455,51.526514,0,White,Drugs,Male,18-24
5708,-0.013939,51.511749,1,Asian,Drugs,Male,25-34
5709,-0.438455,51.526514,0,Not stated,Drugs,Male,Not stated
5710,-0.135631,51.496931,0,White,Criminal Evidence Act,Female,18-24
5711,-0.476558,51.545898,0,White,Criminal Evidence Act,Male,over 34
5712,-0.438455,51.526514,0,Not stated,Drugs,Male,Not stated
5713,-0.092817,51.547203,1,Black,Criminal Evidence Act,Male,18-24
5714,-0.322719,51.582763,0,Not stated,Drugs,Male,10-17
5715,-0.007939,51.533329,0,Black,Drugs,Male,18-24
5716,-0.070529,51.545607,1,White,Drugs,Male,18-24
5717,-0.383293,51.515336,0,Not stated,Drugs,Male,18-24
5718,-0.013939,51.511749,1,Asian,Drugs,Male,25-34
5719,,,1,White,Drugs,Male,18-24
5720,-0.028287,51.517558,0,Asian,Criminal Evidence Act,Male,Not stated
5721,-0.028287,51.517558,0,Asian,Drugs,Male,10-17
5722,,,0,Other,Drugs,Male,25-34
5723,-0.067391,51.510061,0,White,Drugs,Male,over 34
5724,-0.438455,51.526514,0,Black,Criminal Evidence Act,Male,Not stated
5725,-0.018332,51.566247,0,Not stated,Drugs,Male,25-34
5726,-0.32215,51.534323,1,White,Criminal Evidence Act,Male,over 34
5727,0.01365,51.514147,0,Black,Criminal Evidence Act,Male,Not stated
5728,-0.420027,51.505423,1,White,Drugs,Male,18-24
5729,-0.164694,51.425763,1,Black,Criminal Evidence Act,Male,10-17
5730,,,0,Not stated,Drugs,Male,over 34
5731,-0.068816,51.510786,0,White,Drugs,Male,over 34
5732,-0.076002,51.412678,0,Not stated,Drugs,Male,Not stated
5733,-0.029434,51.429494,0,Not stated,Drugs,Male,18-24
5734,-0.145107,51.515111,0,Black,Criminal Evidence Act,Male,18-24
5735,-0.103271,51.503219,0,White,Drugs,Male,25-34
5736,,,0,White,Drugs,Male,10-17
5737,-0.383619,51.515898,0,Not stated,Drugs,Male,10-17
5738,-0.109404,51.526654,1,Asian,Drugs,Male,10-17
5739,0.086084,51.489437,0,White,Drugs,Female,Not stated
5740,-0.18991,51.514525,0,Black,Criminal Evidence Act,Male,25-34
5741,,,0,White,Drugs,Male,Not stated
5742,-0.109404,51.526654,0,White,Drugs,Male,18-24
5743,,,0,Black,Drugs,Male,25-34
5744,-0.189178,51.513363,0,Other,Criminal Evidence Act,Male,over 34
5745,-0.146323,51.497235,0,Not stated,Criminal Evidence Act,Male,over 34
5746,-0.353699,51.472696,1,Black,Drugs,Male,over 34
5747,0.053506,51.538915,0,Asian,Criminal Evidence Act,Male,18-24
5748,0.053915,51.490329,0,Not stated,Drugs,Male,over 34
5749,,,0,Not stated,Drugs,Male,18-24
5750,-0.091386,51.374764,0,Black,Criminal Evidence Act,Male,10-17
5751,-0.353699,51.472696,0,White,Drugs,Male,over 34
5752,0.002606,51.550847,0,Black,Drugs,Male,over 34
5753,-0.068161,51.50993,0,Black,Criminal Evidence Act,Male,18-24
5754,-0.068161,51.50993,0,Asian,Criminal Evidence Act,Male,18-24
5755,-0.123643,51.530264,0,White,Drugs,Male,25-34
5756,0.002606,51.550847,1,Black,Drugs,Male,over 34
5757,0.074784,51.579979,0,White,Criminal Evidence Act,Male,10-17
5758,0.053915,51.490329,0,Not stated,Drugs,Male,Not stated
5759,0.074784,51.579979,1,Not stated,Criminal Evidence Act,Male,18-24
5760,,,1,Asian,Criminal Evidence Act,Male,over 34
5761,0.002606,51.550847,0,Not stated,Drugs,Male,over 34
5762,,,0,Not stated,Drugs,Male,10-17
5763,0.006748,51.615747,1,Black,Criminal Evidence Act,Male,25-34
5764,0.013971,51.5446,0,White,Drugs,Female,25-34
5765,-0.192482,51.48997,0,Not stated,Drugs,Male,over 34
5766,,,0,White,Drugs,Male,over 34
5767,-0.070333,51.53082,0,Not stated,Drugs,Male,over 34
5768,-0.061491,51.621139,0,Not stated,Drugs,Male,Not stated
5769,-0.113486,51.423988,0,White,Drugs,Male,18-24
5770,-0.061491,51.621139,0,White,Drugs,Male,18-24
5771,-0.076176,51.541662,0,Not stated,Criminal Evidence Act,Male,18-24
5772,0.224277,51.586835,0,Black,Drugs,Male,25-34
5773,-0.002549,51.538192,0,White,Drugs,Male,over 34
5774,-0.091386,51.374764,0,Mixed,Criminal Evidence Act,Male,10-17
5775,0.074784,51.579979,1,White,Criminal Evidence Act,Male,10-17
5776,-0.004357,51.535435,0,Black,Criminal Evidence Act,Male,10-17
5777,-0.13004,51.423696,1,Other,Drugs,Female,over 34
5778,-0.168215,51.521463,0,Not stated,Drugs,Male,over 34
5779,-0.253263,51.560573,1,Not stated,Drugs,Male,18-24
5780,,,0,Not stated,Drugs,Male,Not stated
5781,-0.253263,51.560573,0,Black,Drugs,Male,18-24
5782,0.224277,51.586835,0,White,Drugs,Male,Not stated
5783,,,0,Not stated,Drugs,Male,Not stated
5784,,,0,Asian,Drugs,Male,Not stated
5785,,,0,Not stated,Drugs,Male,Not stated
5786,-0.253263,51.560573,1,White,Drugs,Male,18-24
5787,,,0,White,Drugs,Male,18-24
5788,0.037672,51.53375,1,Other,Drugs,Male,Not stated
5789,,,0,Asian,Drugs,Male,Not stated
5790,0.209222,51.580924,0,Mixed,Drugs,Male,18-24
5791,-0.073424,51.530007,1,White,Drugs,Male,25-34
5792,-0.13004,51.423696,1,White,Drugs,Male,25-34
5793,0.093822,51.552662,1,White,Drugs,Male,10-17
5794,0.082375,51.54015,1,White,Drugs,Male,25-34
5795,-0.141682,51.485939,1,Not stated,Criminal Evidence Act,Male,18-24
5796,-0.141682,51.485939,0,Not stated,Criminal Evidence Act,Male,10-17
5797,-0.066574,51.531054,1,Mixed,Drugs,Male,18-24
5798,-0.057247,51.513077,0,Asian,Drugs,Male,18-24
5799,-0.122017,51.529141,0,Black,Drugs,Male,over 34
5800,-0.199187,51.504416,1,White,Drugs,Male,over 34
5801,,,0,Asian,Drugs,Male,Not stated
5802,-0.167375,51.522646,0,Mixed,Criminal Evidence Act,Male,18-24
5803,-0.181695,51.517051,0,Other,Drugs,Male,18-24
5804,-0.070718,51.517616,0,Other,Drugs,Male,25-34
5805,,,0,Other,Drugs,Male,10-17
5806,-0.113107,51.455196,0,Black,Public Order Act,Male,over 34
5807,-0.122948,51.524731,0,White,Drugs,Male,10-17
5808,-0.122948,51.524731,0,Asian,Drugs,Male,10-17
5809,-0.122948,51.524731,0,White,Drugs,Male,10-17
5810,-0.091386,51.374764,0,Black,Criminal Evidence Act,Male,10-17
5811,-0.070437,51.51539,0,Asian,Drugs,Male,10-17
5812,-0.47682,51.489215,0,Not stated,Criminal Evidence Act,Male,25-34
5813,-0.167375,51.522646,0,Black,Criminal Evidence Act,Male,18-24
5814,-0.293224,51.509725,0,Not stated,Criminal Evidence Act,Male,10-17
5815,-0.193713,51.522956,0,White,Criminal Evidence Act,Male,over 34
5816,-0.109001,51.598632,1,Other,Drugs,Male,10-17
5817,-0.109001,51.598632,0,Other,Drugs,Male,25-34
5818,-0.112455,51.45389,0,Not stated,Criminal Evidence Act,Male,10-17
5819,-0.091386,51.374764,0,Not stated,Criminal Evidence Act,Male,10-17
5820,-0.091386,51.374764,0,Not stated,Criminal Evidence Act,Male,10-17
5821,-0.091386,51.374764,0,Mixed,Criminal Evidence Act,Male,10-17
5822,0.001255,51.580527,1,White,Drugs,Male,over 34
5823,-0.246543,51.532723,0,Asian,Drugs,Male,over 34
5824,-0.246543,51.532723,0,Asian,Drugs,Male,over 34
5825,,,0,Not stated,Criminal Evidence Act,Male,18-24
5826,-0.098086,51.595147,1,Asian,Drugs,Male,18-24
5827,-0.145107,51.515111,0,White,Criminal Evidence Act,Male,18-24
5828,-0.482476,51.525788,0,Black,Drugs,Male,over 34
5829,-0.145107,51.515111,0,White,Criminal Evidence Act,Male,Not stated
5830,-0.227329,51.519242,1,Not stated,Drugs,Male,over 34
5831,-0.036727,51.514345,0,Black,Criminal Evidence Act,Male,Not stated
5832,-0.114001,51.504031,0,White,Drugs,Male,25-34
5833,-0.127126,51.568357,0,Not stated,Public Order Act,Male,Not stated
5834,-0.058694,51.515313,1,Black,Drugs,Male,18-24
5835,-0.130282,51.567041,0,Not stated,Public Order Act,Male,Not stated
5836,0.042029,51.535734,0,White,Drugs,Male,over 34
5837,-0.246543,51.532723,0,White,Drugs,Male,over 34
5838,0.028914,51.511249,0,White,Drugs,Male,Not stated
5839,-0.035504,51.525017,0,Not stated,Criminal Evidence Act,Male,18-24
5840,0.028914,51.511249,0,Not stated,Drugs,Not stated,Not stated
5841,-0.227136,51.520489,1,Asian,Drugs,Male,25-34
5842,0.019792,51.519078,0,White,Drugs,Male,10-17
5843,0.038588,51.545856,0,White,Drugs,Male,25-34
5844,-0.058694,51.515313,1,Black,Drugs,Male,18-24
5845,-0.035504,51.525017,0,Not stated,Criminal Evidence Act,Male,Not stated
5846,-0.023483,51.570227,0,White,Drugs,Male,18-24
5847,-0.067244,51.473693,1,White,Criminal Evidence Act,Male,10-17
5848,-0.174979,51.515957,1,Asian,Criminal Evidence Act,Male,25-34
5849,-0.171589,51.449063,0,Not stated,Criminal Evidence Act,Male,25-34
5850,0.121119,51.494753,0,Black,Drugs,Female,over 34
5851,-0.017599,51.573473,0,Not stated,Drugs,Not stated,Not stated
5852,-0.10193,51.443226,1,Black,Drugs,Male,18-24
5853,-0.10193,51.443226,0,Not stated,Drugs,Male,18-24
5854,-0.351129,51.607759,0,Not stated,Drugs,Male,25-34
5855,-0.122517,51.469303,1,Not stated,Drugs,Male,over 34
5856,-0.351129,51.607759,0,Asian,Drugs,Male,18-24
5857,-0.350283,51.608395,0,Black,Drugs,Male,25-34
5858,-0.121201,51.448069,1,Black,Criminal Evidence Act,Male,10-17
5859,,,0,Black,Drugs,Male,18-24
5860,0.119932,51.501465,0,White,Drugs,Male,18-24
5861,-0.145977,51.540169,0,Not stated,Criminal Evidence Act,Male,over 34
5862,-0.155219,51.42566,0,Black,Criminal Evidence Act,Male,Not stated
5863,-0.110394,51.543836,0,Asian,Public Order Act,Male,25-34
5864,-0.155219,51.42566,0,Black,Criminal Evidence Act,Male,10-17
5865,,,0,Black,Drugs,Female,10-17
5866,-0.102374,51.535893,0,Not stated,Criminal Evidence Act,Male,Not stated
5867,-0.102914,51.433017,0,Black,Drugs,Male,18-24
5868,-0.10435,51.432744,0,Mixed,Criminal Evidence Act,Male,18-24
5869,,,0,Black,Drugs,Female,10-17
5870,-0.124337,51.414037,0,White,Criminal Evidence Act,Male,10-17
5871,-0.113107,51.455196,0,White,Criminal Evidence Act,Male,18-24
5872,0.089622,51.487423,0,White,Drugs,Female,over 34
5873,-0.111581,51.57961,1,Black,Drugs,Male,25-34
5874,0.089622,51.487423,0,White,Drugs,Male,over 34
5875,-0.121201,51.448069,0,Black,Criminal Evidence Act,Male,10-17
5876,0.089622,51.487423,1,White,Drugs,Male,18-24
5877,-0.334733,51.599192,1,Asian,Drugs,Male,10-17
5878,-0.11291,51.579235,0,Black,Drugs,Male,Not stated
5879,0.117157,51.503449,0,White,Drugs,Male,25-34
5880,-0.012826,51.559166,0,Not stated,Criminal Evidence Act,Male,Not stated
5881,-0.070056,51.515546,0,Black,Criminal Evidence Act,Male,over 34
5882,-0.012826,51.559166,0,Black,Drugs,Male,18-24
5883,-0.190311,51.418878,0,Asian,Drugs,Male,25-34
5884,-0.127386,51.454822,0,Mixed,Public Order Act,Female,10-17
5885,,,1,White,Drugs,Male,18-24
5886,-0.116056,51.459766,0,White,Drugs,Male,18-24
5887,-0.127386,51.454822,0,Black,Public Order Act,Male,10-17
5888,-0.070437,51.51539,1,Asian,Drugs,Male,18-24
5889,-0.035504,51.525017,0,Black,Criminal Evidence Act,Male,18-24
5890,-0.127386,51.454822,0,Black,Criminal Evidence Act,Male,10-17
